n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID,ocid
940,ZBA298620B,IT-CF-00355870221,Comune di Trento,1500.0,1500.0,Concerto del Quartetto di Venezia 21092019 Museo Diocesano,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-12T09:30:00Z,2019-09-30T09:30:00Z,idm19140,ocds-xxxxxx-ZBA298620B
941,Z8229CC641,IT-CF-00355870221,Comune di Trento,1500.0,1500.0,Servizio di presidio sanitario,23-AFFIDAMENTO DIRETTO,2019-09-20T09:30:00Z,2019-09-22T09:30:00Z,idm19160,ocds-xxxxxx-Z8229CC641
942,Z5E2AB37B4,IT-CF-00355870221,Comune di Trento,1500.0,1500.0,Proseguo iniziativa La Piazza che suona - periodo natalizio,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-22T09:30:00Z,2019-12-31T09:30:00Z,idm19180,ocds-xxxxxx-Z5E2AB37B4
943,Z772B5105D,IT-CF-00355870221,Comune di Trento,1500.0,0.0,Edifici vari del Comune di Trento - manutenzione pompe di sollevamento,23-AFFIDAMENTO DIRETTO,2019-12-24T09:30:00Z,,idm19200,ocds-xxxxxx-Z772B5105D
944,Z95289FD46,IT-CF-00355870221,Comune di Trento,1500.0,0.0,INSERZIONE,23-AFFIDAMENTO DIRETTO,2019-12-29T09:30:00Z,2019-06-26T09:30:00Z,idm19219,ocds-xxxxxx-Z95289FD46
945,Z4228D932C,IT-CF-00355870221,Comune di Trento,1503.44,1503.44,"ospitalita artisti rassegna ""Contrada larga""",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-07-02T09:30:00Z,2019-08-29T09:30:00Z,idm19239,ocds-xxxxxx-Z4228D932C
946,Z71277022C,IT-CF-00355870221,Comune di Trento,1507.36,1507.36,Redazione pratica SCIA antincendio per realizzazione nuovo vano scala nell'edificio Torrione ex UPT di Trento,23-AFFIDAMENTO DIRETTO,2019-03-21T09:30:00Z,2019-03-29T09:30:00Z,idm19259,ocds-xxxxxx-Z71277022C
947,IDM19276,IT-CF-00355870221,Comune di Trento,1510.0,1510.0,300 chiavette usb con stampa personalizzata,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-28T09:30:00Z,,idm19276,ocds-xxxxxx-IDM19276
948,Z1B2A33BFF,IT-CF-00355870221,Comune di Trento,1512.0,1512.0,QUOTA ISCRIZIONE CORSO VALUTAZIONI E AUTORIZZAZIONI AMBIENTALI,23-AFFIDAMENTO DIRETTO,2019-12-06T09:30:00Z,2019-12-06T09:30:00Z,idm19295,ocds-xxxxxx-Z1B2A33BFF
949,Z05257B711,IT-CF-00355870221,Comune di Trento,1512.0,1512.0,Progetto Giocosport 2018/2019 - Disciplina sportiva: Pattinaggio su ghiaccio,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-12-03T09:30:00Z,2019-06-07T09:30:00Z,idm19315,ocds-xxxxxx-Z05257B711
950,Z3D28CE92F,IT-CF-00355870221,Comune di Trento,1520.0,1520.0,Palestra scuola media A. Manzoni. Manutenzione per modifica impianto di apertura motorizzata finestre,23-AFFIDAMENTO DIRETTO,2019-06-19T09:30:00Z,2019-07-18T09:30:00Z,idm19335,ocds-xxxxxx-Z3D28CE92F
951,Z1E2AAF378,IT-CF-00355870221,Comune di Trento,1545.0,0.0,"Rinnovo portale Entionline e rinnovo riviste on lline Azienda Pubblica, Finanza e tributi locali e Risorse Umane nella P.A. anno 2020",23-AFFIDAMENTO DIRETTO,2019-11-20T09:30:00Z,,idm19355,ocds-xxxxxx-Z1E2AAF378
952,Z7D284BE6D,IT-CF-00355870221,Comune di Trento,1552.5,1552.5,Festival Economia. Noleggio bici brandizzate e servizio assistenza,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-05-30T09:30:00Z,2019-06-02T09:30:00Z,idm19374,ocds-xxxxxx-Z7D284BE6D
953,Z762A00275,IT-CF-00355870221,Comune di Trento,1557.5,0.0,INCARICO CSP E CSE REALIZZAZIONE ORTI DI MATTARELLO,23-AFFIDAMENTO DIRETTO,2019-11-21T09:30:00Z,,idm19394,ocds-xxxxxx-Z762A00275
954,ZDE29998C0,IT-CF-00355870221,Comune di Trento,1559.41,1559.41,Pubblicazione su GURI aggiudicazione sevizio front office biblioteca,23-AFFIDAMENTO DIRETTO,2019-09-09T09:30:00Z,2019-09-09T09:30:00Z,idm19410,ocds-xxxxxx-ZDE29998C0
955,ZCD2862E18,IT-CF-00355870221,Comune di Trento,1560.0,0.0,Fornitura e posa in opera di n. 2 wc chimici c/o cantiere Sala commiato laico e loculi sud-est del Cimitero di Trento (odl 22/2019),23-AFFIDAMENTO DIRETTO,2019-05-14T09:30:00Z,,idm19430,ocds-xxxxxx-ZCD2862E18
956,ZE61603A03,IT-CF-00355870221,Comune di Trento,1560.0,1560.0,Trattamento antiscivolo - campo sportivo di Meano,23-AFFIDAMENTO DIRETTO,2015-10-08T09:30:00Z,2015-10-16T09:30:00Z,idm19446,ocds-xxxxxx-ZE61603A03
957,Z9C23B6AE2,IT-CF-00355870221,Comune di Trento,1560.0,1560.0,Fornitura e posa in opera di n. 2 WC chimici c/o cantiere Sala commiato laico del Cimitero di Trento (odl 26/2018),23-AFFIDAMENTO DIRETTO,2018-05-24T09:30:00Z,2019-05-14T09:30:00Z,idm19463,ocds-xxxxxx-Z9C23B6AE2
958,ZE22913A86,IT-CF-00355870221,Comune di Trento,1560.0,1560.0,"EDIFICIO S. BARTOLOMEO Relazione tecnica producibilita impianto, analisi fabbisogno, dimensionamento impianto.",23-AFFIDAMENTO DIRETTO,2019-07-04T09:30:00Z,2019-11-06T09:30:00Z,idm19480,ocds-xxxxxx-ZE22913A86
959,Z552937E37,IT-CF-00355870221,Comune di Trento,1561.5,1561.5,fornitura e consegna di materiale per l'igiene personale per i nidi d'infanzia comunali e per il centro genitori bambini anno educativo 2019/2020,23-AFFIDAMENTO DIRETTO,,,idm19500,ocds-xxxxxx-Z552937E37
960,ZF81E9A338,IT-CF-00355870221,Comune di Trento,1567.5,1567.5,Abbonamento triennale (2017/2018/2019) al Servizio Internet Il Personale e alla rivista on line Disciplina del commercio e servizi,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-05-25T09:30:00Z,2019-12-31T09:30:00Z,idm19518,ocds-xxxxxx-ZF81E9A338
961,Z33205442B,IT-CF-00355870221,Comune di Trento,1572.91,0.0,Direttore operativo e addetto alla misura e contabilita impianti elettrici - Torre Civica di Trento,23-AFFIDAMENTO DIRETTO,2017-12-18T09:30:00Z,2018-11-19T09:30:00Z,idm19538,ocds-xxxxxx-Z33205442B
962,ZE82ACBCE3,IT-CF-00355870221,Comune di Trento,1575.0,0.0,FORNITURA DI UNA PIASTRA VIBRANTE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm19555,ocds-xxxxxx-ZE82ACBCE3
963,ZEF2ACBDCB,IT-CF-00355870221,Comune di Trento,1601.7,1601.7,Pubblicazione su GURI aggiudicazione servizio di gestione e manutenzione sistemi di apertura automatici,23-AFFIDAMENTO DIRETTO,2019-11-29T09:30:00Z,2019-11-29T09:30:00Z,idm19582,ocds-xxxxxx-ZEF2ACBDCB
964,Z5126F6533,IT-CF-00355870221,Comune di Trento,1602.47,1602.47,AFFITTO TEATRO SOCIALE PER EVENTO - 5.2.2019,23-AFFIDAMENTO DIRETTO,2019-01-31T09:30:00Z,2019-02-05T09:30:00Z,idm19602,ocds-xxxxxx-Z5126F6533
965,Z592A85ED9,IT-CF-00355870221,Comune di Trento,1620.0,0.0,"Rinnovo n. 5 abbonamenti cartacei al quotidiano ""Corriere della Sera"" anno 2020",23-AFFIDAMENTO DIRETTO,2019-11-19T09:30:00Z,,idm19622,ocds-xxxxxx-Z592A85ED9
966,Z502914EFB,IT-CF-00355870221,Comune di Trento,1629.6,1564.0,QUOTA ISCRIZIONE CORSO LA CONVERSIONE IN LEGGE DEL DECRETO SBLOCCA CANTIERI,23-AFFIDAMENTO DIRETTO,2019-07-09T09:30:00Z,2019-07-09T09:30:00Z,idm19641,ocds-xxxxxx-Z502914EFB
967,ZDF27BA1D5,IT-CF-00355870221,Comune di Trento,1638.7,0.0,COORDINAMENTO SIC.  ESECUTIVA CAMPO BOCCE RAVINA,23-AFFIDAMENTO DIRETTO,2019-04-18T09:30:00Z,,idm19661,ocds-xxxxxx-ZDF27BA1D5
968,ZF525EDD94,IT-CF-00355870221,Comune di Trento,1639.0,1639.0,SERVIZIO ACCOGLIENZA CAMPERISTI E TURISTI IN VISITA A TRENTO DURANTE IMMACOLATA - 7/9.12,23-AFFIDAMENTO DIRETTO,2018-12-07T09:30:00Z,2018-12-09T09:30:00Z,idm19680,ocds-xxxxxx-ZF525EDD94
969,Z192B399FB,IT-CF-00355870221,Comune di Trento,1643.98,1643.98,"Pubblicazione su GURI aggiudicazione gestione e manutenzione grondaie, pluviali, pozzetti",23-AFFIDAMENTO DIRETTO,2019-12-20T09:30:00Z,2019-12-20T09:30:00Z,idm19694,ocds-xxxxxx-Z192B399FB
970,Z5523B480F,IT-CF-00355870221,Comune di Trento,1664.0,1664.0,Asilo nido La Mongolfiera - incarico redazione SCIA antincendio,23-AFFIDAMENTO DIRETTO,2018-05-24T09:30:00Z,2019-05-15T09:30:00Z,idm19714,ocds-xxxxxx-Z5523B480F
971,Z572AC184E,IT-CF-00355870221,Comune di Trento,1665.12,1665.12,Pubblicazione su GURI aggiudicazione gestione e manutenzione impianti antincendio e antintrusione,23-AFFIDAMENTO DIRETTO,2019-11-25T09:30:00Z,2019-11-25T09:30:00Z,idm19734,ocds-xxxxxx-Z572AC184E
972,ZAA2504D45,IT-CF-00355870221,Comune di Trento,1700.0,1700.0,Affidamento servizio educativo musicale presso il Centro genitori bambini ae 2018-2019,23-AFFIDAMENTO DIRETTO,2018-09-26T09:30:00Z,2019-06-30T09:30:00Z,idm19754,ocds-xxxxxx-ZAA2504D45
973,Z331DE80D8,IT-CF-00355870221,Comune di Trento,1717.69,1717.68,Cimitero di Trento - realizzazione nuove lapidi commemorative - incarico coordinamento sicurezza fase esecutiva,23-AFFIDAMENTO DIRETTO,2017-03-21T09:30:00Z,2018-12-03T09:30:00Z,idm19810,ocds-xxxxxx-Z331DE80D8
974,ZE827E41EB,IT-CF-00355870221,Comune di Trento,1728.55,1728.55,Pubblicazione su GURI avviso aggiudicazione fornitura di corone e cuscini di fiori,23-AFFIDAMENTO DIRETTO,2019-04-08T09:30:00Z,2019-04-08T09:30:00Z,idm19830,ocds-xxxxxx-ZE827E41EB
975,ZA3287DEED,IT-CF-00355870221,Comune di Trento,1744.57,0.0,COORD. SIC. IN FASE PROG E ESEC. PER INSTALLAZIONE ARREDO SCUOLE CRISPI,23-AFFIDAMENTO DIRETTO,2019-05-24T09:30:00Z,,idm19850,ocds-xxxxxx-ZA3287DEED
976,Z342A45E17,IT-CF-00355870221,Comune di Trento,1760.0,1760.0,"Circoscrizione S. Giuseppe S. Chiara: Organizzazione iniziativa ""Rassegna di teatro per bambini""",23-AFFIDAMENTO DIRETTO,2019-11-30T09:30:00Z,2019-12-14T09:30:00Z,idm19863,ocds-xxxxxx-Z342A45E17
977,Z852AAF2CC,IT-CF-00355870221,Comune di Trento,1768.0,1768.0,Rinnovo dell'abbonamento alle riviste on line anno 2020 - Il Sole 24 Ore Spa,23-AFFIDAMENTO DIRETTO,2019-12-18T09:30:00Z,2020-02-20T09:30:00Z,idm19883,ocds-xxxxxx-Z852AAF2CC
978,ZA926F0F1B,IT-CF-00355870221,Comune di Trento,1770.78,0.0,SERVIZIO SGOMBERO NEVE 2018/2019 CITTA' MARCIAPIEDI - i 1,23-AFFIDAMENTO DIRETTO,,,idm19903,ocds-xxxxxx-ZA926F0F1B
979,ZE116FFE3C,IT-CF-00355870221,Comune di Trento,1780.0,1780.0,pulizie finali - ampliamento multiservizi Sardagna (odl 166/2015),23-AFFIDAMENTO DIRETTO,2015-11-12T09:30:00Z,2015-11-13T09:30:00Z,idm19921,ocds-xxxxxx-ZE116FFE3C
980,Z2D27271C1,IT-CF-00355870221,Comune di Trento,1787.0,1787.0,Fornitura motoriduttori e spazzole per controllori potenza,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-02-13T09:30:00Z,2019-02-27T09:30:00Z,idm19938,ocds-xxxxxx-Z2D27271C1
981,Z502852212,IT-CF-00355870221,Comune di Trento,1793.33,1793.33,Integrazione lavori di fornitura e posa impianto di I.P. area verde di Cadine,23-AFFIDAMENTO DIRETTO,0019-05-03T09:30:00Z,0019-05-20T09:30:00Z,idm19958,ocds-xxxxxx-Z502852212
982,IDM19978,IT-CF-00355870221,Comune di Trento,1800.0,1800.0,5000 Matite personalizzate,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-17T09:30:00Z,2019-05-07T09:30:00Z,idm19978,ocds-xxxxxx-IDM19978
983,ZDA29D5888,IT-CF-00355870221,Comune di Trento,1800.0,1800.0,Servizio di catering per manifestazione,23-AFFIDAMENTO DIRETTO,2019-09-20T09:30:00Z,2019-09-20T09:30:00Z,idm19998,ocds-xxxxxx-ZDA29D5888
984,IDM20018,IT-CF-00355870221,Comune di Trento,1800.0,1800.0,Noleggio struttura,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-04-10T09:30:00Z,2018-05-23T09:30:00Z,idm20018,ocds-xxxxxx-IDM20018
985,ZEE2A33232,IT-CF-00355870221,Comune di Trento,1819.67,1819.67,Trasporto e posizionamento abete in piazza Duomo - Trento citta del Natale 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-22T09:30:00Z,2019-12-10T09:30:00Z,idm20038,ocds-xxxxxx-ZEE2A33232
986,ZDF28574BC,IT-CF-00355870221,Comune di Trento,1820.0,0.0,"Povo - acquisto spazio di informazione sulla rivista ""Tuttapovo""",23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-30T09:30:00Z,idm20058,ocds-xxxxxx-ZDF28574BC
987,Z712B25B84,IT-CF-00355870221,Comune di Trento,1830.0,2104.5,Installazione orologio controllo accessi presso uffici comunali Top Center,23-AFFIDAMENTO DIRETTO,2019-12-16T09:30:00Z,2019-12-31T09:30:00Z,idm20078,ocds-xxxxxx-Z712B25B84
988,Z0620C1219,IT-CF-00355870221,Comune di Trento,1830.33,0.0,Santa Chiara Open Lab mod. 4 - restuaro Chiesetta del Redentore - incarico rilievo,23-AFFIDAMENTO DIRETTO,2017-12-14T09:30:00Z,2018-05-31T09:30:00Z,idm20098,ocds-xxxxxx-Z0620C1219
989,ZCF2A21D31,IT-CF-00355870221,Comune di Trento,1850.5,1850.5,FORNITURA DI STAMPATI VARI PER GLI UFFICI COMUNALI ANNO 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-10-24T09:30:00Z,2020-01-24T09:30:00Z,idm20115,ocds-xxxxxx-ZCF2A21D31
990,Z2F25F121A,IT-CF-00355870221,Comune di Trento,1855.0,0.0,Realizzazione su misura di arredo per centralino - Casa del Capitolo Via Belenzani 18,23-AFFIDAMENTO DIRETTO,2018-12-17T09:30:00Z,,idm20153,ocds-xxxxxx-Z2F25F121A
991,ZBD266BE04,IT-CF-00355870221,Comune di Trento,1864.34,1864.34,INCARICO PER COORDINAMENTO SICUREZZA PROGETTUALE LAVORI DI REALIZZAZIONE MARCIAPIEDE A SOPRAMONTE,23-AFFIDAMENTO DIRETTO,2018-12-20T09:30:00Z,2020-02-13T09:30:00Z,idm20169,ocds-xxxxxx-ZBD266BE04
992,ZDC281A74D,IT-CF-00355870221,Comune di Trento,1880.0,1880.0,Campo sportivo Solteri - realizzazione test di tenuta all'aria,23-AFFIDAMENTO DIRETTO,2019-05-06T09:30:00Z,,idm20186,ocds-xxxxxx-ZDC281A74D
993,Z1E29E046D,IT-CF-00355870221,Comune di Trento,1895.0,1895.0,FORNITURA D N.5 DISTRUGGI DOCUMENTI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-25T09:30:00Z,2019-11-20T09:30:00Z,idm20205,ocds-xxxxxx-Z1E29E046D
994,Z9427409F0,IT-CF-00355870221,Comune di Trento,1900.0,1900.0,Indagine geologica geotecnica e ambientale su p.ed. 6045 C.C. Trento,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-02-21T09:30:00Z,2019-04-03T09:30:00Z,idm20261,ocds-xxxxxx-Z9427409F0
995,Z6E290D0BE,IT-CF-00355870221,Comune di Trento,1908.6,1908.6,Fornitura materiale di consumo,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-08-20T09:30:00Z,2019-09-23T09:30:00Z,idm20287,ocds-xxxxxx-Z6E290D0BE
996,IDM20316,IT-CF-00355870221,Comune di Trento,1935.0,1935.0,Utilizzo Teatro AUditorium per Rassegna Generazioni e Teatro Sanbapolis per Chef a teatro,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-13T09:30:00Z,,idm20316,ocds-xxxxxx-IDM20316
997,Z5C2B24726,IT-CF-00355870221,Comune di Trento,1943.1,1943.1,"incarico per la impaginazione, stampa e installazione del materiale testuale e illustrativo relativo alla mostra ?Il Teatro Sociale in due secoli di storia?",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-12-16T09:30:00Z,2019-12-20T09:30:00Z,idm20335,ocds-xxxxxx-Z5C2B24726
998,Z4F25F10EC,IT-CF-00355870221,Comune di Trento,1945.08,1945.08,Servizio di accompagnamento per corsi di sci 2018/2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-12-18T09:30:00Z,2019-04-02T09:30:00Z,idm20355,ocds-xxxxxx-Z4F25F10EC
999,Z85245520F,IT-CF-00355870221,Comune di Trento,1947.0,1743.59,SERVIZIO STAMPA FILE FOTO DIGITALI SU CARTA FOTOGRAFICA ANNO EDUCAT/SCOL. 2018/19,23-AFFIDAMENTO DIRETTO,2018-09-01T09:30:00Z,2019-07-31T09:30:00Z,idm20375,ocds-xxxxxx-Z85245520F
1000,Z652A7A1E9,IT-CF-00355870221,Comune di Trento,1950.0,1950.0,MASTER LEGAL BIM,23-AFFIDAMENTO DIRETTO,2019-11-09T09:30:00Z,2020-01-19T09:30:00Z,idm20401,ocds-xxxxxx-Z652A7A1E9
1001,ZF216FC120,IT-CF-00355870221,Comune di Trento,1963.0,1963.0,Centro storico di Povo - lavori di ripristino di targhe varie esistenti - ODL 163/2015,23-AFFIDAMENTO DIRETTO,2015-11-05T09:30:00Z,2015-11-15T09:30:00Z,idm20421,ocds-xxxxxx-ZF216FC120
1002,Z2D25A79FB,IT-CF-00355870221,Comune di Trento,1975.16,1975.16,Perizia per manutenzione straordinaria - opera 632718 - ing. Salvati Sara,23-AFFIDAMENTO DIRETTO,2018-11-15T09:30:00Z,2019-08-07T09:30:00Z,idm20438,ocds-xxxxxx-Z2D25A79FB
1003,Z2A2A62D1E,IT-CF-00355870221,Comune di Trento,1980.0,0.0,ASILO NIDO RONCAFORT- Redazione SCIA finale antincendio e ASILO NIDO SOLTERI - Certificato CERTREI,23-AFFIDAMENTO DIRETTO,2019-10-29T09:30:00Z,,idm20455,ocds-xxxxxx-Z2A2A62D1E
1004,Z772ACBDCE,IT-CF-00355870221,Comune di Trento,1999.5,0.0,FORNITURA DI UNA MOTOSALDATRICE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm20474,ocds-xxxxxx-Z772ACBDCE
1005,Z872A3496B,IT-CF-00355870221,Comune di Trento,1999.8,0.0,Fornitura di cartoncino bianco e colorato per la stamperia anno 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-10-18T09:30:00Z,,idm20507,ocds-xxxxxx-Z872A3496B
1006,IDM20538,IT-CF-00355870221,Comune di Trento,2000.0,0.0,sviluppo software per accesso nodo PagoPa,24-AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE,2019-04-16T09:30:00Z,2019-05-31T09:30:00Z,idm20538,ocds-xxxxxx-IDM20538
1007,ZD129E736C,IT-CF-00355870221,Comune di Trento,2021.8,0.0,INCARICO PER COORDINATORE DELLA SICUREZZA IN FASE PROGETTUALE ED ESECUTIVA LAVORI DI SISTEMAZIONE EX AREA CANI MARTIGNANO,23-AFFIDAMENTO DIRETTO,2019-09-26T09:30:00Z,,idm20558,ocds-xxxxxx-ZD129E736C
1008,Z4314BC875,IT-CF-00355870221,Comune di Trento,2024.0,2024.0,Palazzo Thun - restauro appartamento di Matteo Thun - sondaggi diagnostici,23-AFFIDAMENTO DIRETTO,2015-06-26T09:30:00Z,2015-07-16T09:30:00Z,idm20577,ocds-xxxxxx-Z4314BC875
1009,Z1923D06AB,IT-CF-00355870221,Comune di Trento,2028.0,1248.0,Bocciodromo Via Fermi - scia e certificato di agibilita. Bocciodromo Via Don Onorio Spada - certificato di agibilita,23-AFFIDAMENTO DIRETTO,2018-04-03T09:30:00Z,2018-06-19T09:30:00Z,idm20594,ocds-xxxxxx-Z1923D06AB
1010,ZA42518658,IT-CF-00355870221,Comune di Trento,2037.06,2037.06,"PROGETTAZIONE ESECUTIVA, ASSISTENZA AL DIRETTORE LAVORI PER LA PARTE ARCHITETTONICA LAVORI MANUTENZIONE STRAORDINARIA CAVALCAFERROVIA DI VIA SAN BARTOLOMEO",23-AFFIDAMENTO DIRETTO,2018-10-03T09:30:00Z,2020-01-24T09:30:00Z,idm20614,ocds-xxxxxx-ZA42518658
1011,ZE0232668F,IT-CF-00355870221,Comune di Trento,2040.0,2040.0,Ampliamento mensa scolastica Mattarello-incarico assistenza geologica alla DL,23-AFFIDAMENTO DIRETTO,2018-04-19T09:30:00Z,2018-12-06T09:30:00Z,idm20634,ocds-xxxxxx-ZE0232668F
1012,Z3623D01BD,IT-CF-00355870221,Comune di Trento,2051.43,2051.43,Coordinatore per la sicurezza esecutiva - opera 626717,23-AFFIDAMENTO DIRETTO,2018-05-30T09:30:00Z,2019-01-14T09:30:00Z,idm20654,ocds-xxxxxx-Z3623D01BD
1013,Z2029478A8,IT-CF-00355870221,Comune di Trento,2062.1,2062.1,Lavatorio Vela - opere da pittore,23-AFFIDAMENTO DIRETTO,2019-08-01T09:30:00Z,2019-08-30T09:30:00Z,idm20671,ocds-xxxxxx-Z2029478A8
1014,ZF329BA9FB,IT-CF-00355870221,Comune di Trento,2080.0,2080.0,Graphic Recording TSCW19,23-AFFIDAMENTO DIRETTO,2019-09-02T09:30:00Z,2019-09-23T09:30:00Z,idm20691,ocds-xxxxxx-ZF329BA9FB
1015,Z9B2A99F9A,IT-CF-00355870221,Comune di Trento,2100.0,2100.0,N. 70 OTP FISICI PER FIRMA DIGITALE REMOTA,23-AFFIDAMENTO DIRETTO,2019-11-13T09:30:00Z,2019-12-13T09:30:00Z,idm20711,ocds-xxxxxx-Z9B2A99F9A
1016,Z282A63953,IT-CF-00355870221,Comune di Trento,2100.0,0.0,"RDO MEPAT: FORNITURA DI UN GENERATORE, UN TOSASIEPI, UN RASAERBA",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-28T09:30:00Z,,idm20731,ocds-xxxxxx-Z282A63953
1017,Z43191A33A,IT-CF-00355870221,Comune di Trento,2103.6,2013.6,Scuole medie Manzoni - ristrutturazione locali ex mensa - sicurezza progettuale,23-AFFIDAMENTO DIRETTO,2016-03-22T09:30:00Z,2016-04-15T09:30:00Z,idm20756,ocds-xxxxxx-Z43191A33A
1018,ZB014B6B47,IT-CF-00355870221,Comune di Trento,2107.0,2107.0,Casa del Capitolo - installazione n. 2 telecamere per TVCC,23-AFFIDAMENTO DIRETTO,2015-05-22T09:30:00Z,2015-06-06T09:30:00Z,idm20776,ocds-xxxxxx-ZB014B6B47
1019,ZE82508529,IT-CF-00355870221,Comune di Trento,2114.21,2114.21,INCARICO PER STUDIO GEOLOGICO E D.L. LAVORI DI MESSA IN SICUREZZA PARETE ROCCIOSA IN PF 1566/9 CC SARDAGNA LOC VANEZE,23-AFFIDAMENTO DIRETTO,2018-09-25T09:30:00Z,2019-07-31T09:30:00Z,idm20793,ocds-xxxxxx-ZE82508529
1020,Z772230DF4,IT-CF-00355870221,Comune di Trento,2116.0,2116.0,Manutenzione software Business Objects,23-AFFIDAMENTO DIRETTO,2018-01-01T09:30:00Z,2018-12-31T09:30:00Z,idm20813,ocds-xxxxxx-Z772230DF4
1021,Z2C2463DE5,IT-CF-00355870221,Comune di Trento,2126.0,4606.0,Servizio di firma digitale remota e servizi correlati,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-09-01T09:30:00Z,2018-12-31T09:30:00Z,idm20833,ocds-xxxxxx-Z2C2463DE5
1022,ZB624678A9,IT-CF-00355870221,Comune di Trento,2131.6,2041.7,FORNITURA DI TONER RIGENERATI CONFORMI AI C.A.M. PER FAX MARCA BROTHER,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-07-19T09:30:00Z,2020-01-16T09:30:00Z,idm20856,ocds-xxxxxx-ZB624678A9
1023,Z51249A1C7,IT-CF-00355870221,Comune di Trento,2132.58,0.0,Opera 5071 Torre Civica - incarico di collaudatore statico,23-AFFIDAMENTO DIRETTO,2018-09-28T09:30:00Z,,idm20879,ocds-xxxxxx-Z51249A1C7
1024,IDM20895,IT-CF-00355870221,Comune di Trento,2152.0,2152.0,Collaborazione gestione muri e interventi Street art,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-04-19T09:30:00Z,2019-12-31T09:30:00Z,idm20895,ocds-xxxxxx-IDM20895
1025,Z961928A70,IT-CF-00355870221,Comune di Trento,2158.43,2158.43,SCUOLE STEINER EX MEDIE PASI - RISANAMENTO BAGNI - INCARICO COORDINAMENTO SICUREZZA IN FASE PROGETTUALE ED ESECUTIVA,23-AFFIDAMENTO DIRETTO,2016-03-25T09:30:00Z,2016-09-02T09:30:00Z,idm20915,ocds-xxxxxx-Z961928A70
1026,IDM20935,IT-CF-00355870221,Comune di Trento,2160.0,2160.0,Affidamento incarico progetto Giocosport 2017/2018 - Disciplina sportiva Rugby,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-10-25T09:30:00Z,2019-03-28T09:30:00Z,idm20935,ocds-xxxxxx-IDM20935
1027,ZAE2A0D03F,IT-CF-00355870221,Comune di Trento,2178.25,0.0,Opera 141919 - Lavori da idraulico,23-AFFIDAMENTO DIRETTO,2019-11-07T09:30:00Z,,idm20949,ocds-xxxxxx-ZAE2A0D03F
1028,ZD427EA95C,IT-CF-00355870221,Comune di Trento,2190.0,2190.0,Manutenzione software IBM Lotus,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-06-01T09:30:00Z,2019-05-31T09:30:00Z,idm20962,ocds-xxxxxx-ZD427EA95C
1029,ZCB29B83BF,IT-CF-00355870221,Comune di Trento,2223.0,2223.0,FORNITURA ARREDI PER UFFICIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-12T09:30:00Z,2019-12-04T09:30:00Z,idm20982,ocds-xxxxxx-ZCB29B83BF
